FID,globalid,uniq_id,timestamp,editor,wardname,wardcode,lganame,lgacode,statename,statecode,idp_hf_prv,idp_hf,idp_am_mdc,tot_hhold,f_pop_60,m_pop_pl60,f_pop18_59,m_pop18_59,f_pop6_17,m_pop6_17,f_pop1_5,m_pop1_5,f_pop_und1,b_pop_und1,site_id,idp_prtb_w,idp_amnts,idp_am_hs,idp_am_med,agncy_cntc,agency_nam,sma_type,site_cls_d,site_opn_d,site_statu,site_type,set_name,alt_st_nam,t_pop_und5,total_pop,pop_source,site_name,x,y
64,6283a36a-1167-47b9-90cf-cef93d67c4aa,6948,2/2/2018 12:00:00 AM,dennis.irorere,Namtari,ADSYLA08,Yola South,2021,Adamawa,AD,INGO,Yes,No,460,44,64,575,599,437,449,226,256,80,77,AD_S004,Yes,Yes,No,No,0, , ,,,Informal,Camp,Malkohi Village, ,0,2807,IOM DTM RD24 August 2018,Malkohi Village,12.3770669996424,9.19250000007497
65,d068db31-c5ce-48bd-bfaf-1fd743883fe4,6950,2/2/2018 12:00:00 AM,dennis.irorere,Luggere,ADSYLN08,Yola North,2020,Adamawa,AD,NGO,Yes,Yes,120,4,3,135,74,126,114,52,42,8,6,AD_S008,Yes,Yes,Yes,Yes,0, ,Religious Entity,,,Formal,Collective Settlement/Centre,St Theresas Cathedral, ,0,564,IOM DTM RD24 August 2018,St Theresas Cathedral,12.4446999997053,9.27340000040977
66,5a31efef-f32b-4f95-afb4-68ba28aca674,6951,2/2/2018 12:00:00 AM,dennis.irorere,Fufore,ADSFUR03,Fufore,2002,Adamawa,AD,INGO,Yes,Yes,339,40,30,386,305,216,188,144,132,38,27,AD_S019,Yes,Yes,Yes,Yes,0, ,Government,,,Formal,Camp,Fufore, ,0,1506,IOM DTM RD24 August 2018,Fufore Camp,12.6774499996179,9.20808300013039
67,1c15bae0-95ca-4263-b341-bab3434b4c8b,6952,2/2/2018 12:00:00 AM,dennis.irorere,Galtimari,11306,Jere,113,Borno,BR,Government,Yes,Yes,68,16,14,82,68,59,49,35,29,12,10,BO_S035,Yes,Yes,Yes,Yes,0, , ,8/14/2014 12:00:00 AM,8/14/2014 12:00:00 AM, ,Collective Settlement/Centre,Fori Lawanti, ,0,374,IOM DTM RD24 August 2018,Ajijari,13.1815200001479,11.7953399999411
68,f7315fde-f961-4201-8f8f-d4d7a3aa75b6,6953,2/2/2018 12:00:00 AM,dennis.irorere,Gwange 3,12409,Maiduguri,124,Borno,BR,Government,Yes,No,39,6,2,43,37,38,25,16,13,7,4,BO_S036,Yes,Yes,Yes,Yes,0, , ,,, ,Collective Settlement/Centre,Ambasador Yusufari, ,0,191,IOM DTM RD24 August 2018,Bakin Kogi Camp,13.1812900003333,11.8082699999606
69,3aa7c6ac-18e5-48dd-9e8e-bb2649340e6c,6954,2/2/2018 12:00:00 AM,dennis.irorere,Galtimari,11306,Jere,113,Borno,BR,INGO,Yes,Yes,38,5,4,75,51,48,39,19,15,15,10,BO_S019,Yes,Yes,Yes,Yes,0, , ,,, ,Collective Settlement/Centre,Galtimari, ,0,281,IOM DTM RD24 August 2018,Can Catholic Secretariat,13.1393000001949,11.7890999999651
70,3634e071-1fa4-4ea2-a3a5-053a7cad26ad,6955,2/2/2018 12:00:00 AM,dennis.irorere,Maisandari,12413,Maiduguri,124,Borno,BR,INGO,Yes,Yes,430,28,23,587,482,406,332,309,252,70,57,BO_S012,Yes,Yes,Yes,Yes,0, ,Government,,, ,Camp,WTC Quarters, ,0,2546,IOM DTM RD24 August 2018,EYN Camp,13.1357999997702,11.8341000004148
71,3a780079-58bf-4d91-917e-407bfed53f21,6956,2/2/2018 12:00:00 AM,dennis.irorere,Auno,11602,Konduga,116,Borno,BR,Government,Yes,Yes,30,4,2,35,39,30,14,21,17,7,5,BO_S044,Yes,Yes,Yes,Yes,0, , ,,, ,Collective Settlement/Centre,Auno, ,0,174,IOM DTM RD24 August 2018,Gidan Talatin,13.0673299997797,11.8161000004147
72,47deceeb-4f13-4421-a706-0abd421024d3,6957,2/2/2018 12:00:00 AM,dennis.irorere,Bolori 1,12401,Maiduguri,124,Borno,BR,INGO,Yes,Yes,50,6,3,62,56,57,23,43,22,13,7,BO_S046,Yes,Yes,Yes,Yes,0, , ,,, ,Collective Settlement/Centre,Shagari Lowcost, ,0,292,IOM DTM RD24 August 2018,Jafra Shagari Camp,13.0918599996393,11.9071399998112
73,e3617b68-960f-496b-8960-f92e08ffafe9,6960,2/2/2018 12:00:00 AM,dennis.irorere,Maisandari,12413,Maiduguri,124,Borno,BR,INGO,Yes,Yes,160,27,22,199,162,214,175,59,48,37,31,BO_S041,Yes,Yes,Yes,Yes,0,MODU GARTAR, ,9/14/2014 12:00:00 AM,9/14/2014 12:00:00 AM, ,Collective Settlement/Centre,Kaigama, ,0,974,IOM DTM RD24 August 2018,Suleimanti,13.1342304642646,11.7987140224342
74,3c92080e-d1f8-4d85-b19a-58fc0b64002a,6961,2/2/2018 12:00:00 AM,dennis.irorere,Lamisula,12410,Maiduguri,124,Borno,BR,Government,Yes,Yes,21,2,2,45,36,31,25,24,19,6,4,BO_S039,Yes,Yes,Yes,Yes,0, , ,,, ,Collective Settlement/Centre,Damasak, ,0,194,IOM DTM RD24 August 2018,Wulari Dujima,13.1401600002839,11.8495099996868
75,db07b87c-46dc-47f4-80a9-8dafefb14f08,6962,2/2/2018 12:00:00 AM,dennis.irorere,Bolori 1,12401,Maiduguri,124,Borno,BR,Government,Yes,Yes,19,2,2,34,21,26,20,16,13,7,4,BO_S043,Yes,Yes,Yes,Yes,0, , ,6/9/2014 12:00:00 AM,6/9/2014 12:00:00 AM, ,Collective Settlement/Centre,Living Faith Church, ,0,145,IOM DTM RD24 August 2018,Living Faith Church,13.1007700004352,11.8370400001959
76,c012fa6a-2286-4246-bd47-234697e2a30d,6963,2/2/2018 12:00:00 AM,dennis.irorere,Bolori 1,12401,Maiduguri,124,Borno,BR,Government,Yes,Yes,395,27,22,564,461,389,319,295,242,67,55,BO_S040,Yes,Yes,Yes,Yes,0, ,Government,7/4/2014 12:00:00 AM,7/4/2014 12:00:00 AM, ,Collective Settlement/Centre,Shuwari, ,0,2441,IOM DTM RD24 August 2018,DCC Shuwari,13.1173600001639,11.8440699997308
77,52f2cb05-eb96-4f44-9371-a7cef741efaf,6964,2/2/2018 12:00:00 AM,dennis.irorere,Dusuman,11307,Jere,113,Borno,BR,INGO,Yes,Yes,3514,490,401,4862,3978,2475,2025,1504,1229,477,390,BO_S018,Yes,Yes,Yes,No,0,SEMA/NEMA,Government,3/15/2014 12:00:00 AM,3/15/2014 12:00:00 AM,Open,Collective Settlement/Centre,Farm Centre, ,0,17831,IOM DTM RD24 August 2018,Farm Center,13.2152071201126,11.8661650302919
78,5111370c-cbc9-421c-9522-d7171163c49e,6965,2/2/2018 12:00:00 AM,dennis.irorere,Bolori 1,12401,Maiduguri,124,Borno,BR,INGO,Yes,Yes,63,10,9,62,51,54,45,18,14,11,8,BO_S042,Yes,Yes,Yes,Yes,7080016894, , ,12/3/2014 12:00:00 AM,12/3/2014 12:00:00 AM, ,Collective Settlement/Centre,Shuwari, ,0,282,IOM DTM RD24 August 2018,Federal Lowcost Chezcoan,13.1166800002819,11.8662300000145
79,5d79b894-dcd5-4697-82f9-bab426e422d2,6966,2/2/2018 12:00:00 AM,dennis.irorere,Bolori 1,12401,Maiduguri,124,Borno,BR,INGO,Yes,Yes,2508,241,213,3291,2585,2604,2217,1489,1373,559,495,BO_S014,Yes,Yes,Yes,Yes,70376704061,NEMA,Government,9/9/2014 12:00:00 AM,9/9/2014 12:00:00 AM,Open,Collective Settlement/Centre,Bolori,Teachers Village,0,15067,IOM DTM RD24 August 2018,Teachers Village IDP Camp,13.1006753899573,11.8446698996962
80,ceb3f468-0434-4848-a039-c25d79d70814,7015,2/2/2018 12:00:00 AM,dennis.irorere,Old Maiduguri,11311,Jere,113,Borno,BR,NGO,Yes,Yes,150,10,6,199,153,124,119,73,68,16,15,BO_S114,Yes,Yes,Yes,Yes,0, , ,,, ,Camp,Lari Kari, ,0,783,IOM DTM RD24 August 2018,Old Maiduguri Police Station Camp,13.1735500004322,11.8722499997377
81,10c71f76-f371-42b1-84c4-860512d30ca5,6967,2/2/2018 12:00:00 AM,dennis.irorere,Mairi,11309,Jere,113,Borno,BR,Government,Yes,No,21,4,2,35,21,25,19,12,8,6,2,BO_S056,Yes,Yes,Yes,Yes,0, , ,1/9/2014 12:00:00 AM,1/9/2014 12:00:00 AM, ,Collective Settlement/Centre,Mairi Central, ,0,134,IOM DTM RD24 August 2018,Orji Kalu House,13.1897599997242,11.8160899999536
82,cd77c804-4576-4085-a028-a6462c1ecfd6,6968,2/2/2018 12:00:00 AM,dennis.irorere,Bolori 1,12401,Maiduguri,124,Borno,BR,INGO,Yes,Yes,105,15,16,133,123,98,86,60,55,28,23,BO_S025,Yes,Yes,Yes,Yes,0, ,Individual/Private,6/10/2014 12:00:00 AM,6/10/2014 12:00:00 AM, ,Collective Settlement/Centre,Shuwari,Sabongari Buzu Camp,0,637,IOM DTM RD24 August 2018,Sabongari Buzu Camp,13.1088800003118,11.8475799997173
83,e1fc3623-62cf-4647-b50e-d197bc132137,6969,2/2/2018 12:00:00 AM,dennis.irorere,Bolori 1,12401,Maiduguri,124,Borno,BR,Government,Yes,Yes,752,173,144,1145,938,976,799,346,284,229,190,BO_S024,Yes,Yes,Yes,Yes,0, , ,11/12/2014 12:00:00 AM,11/12/2014 12:00:00 AM, ,Collective Settlement/Centre,Shuwari, ,0,5224,IOM DTM RD24 August 2018,Garba Buzu Quarter,13.1113200004177,11.8506399996363
84,7e071a6d-faa7-466c-8125-2ed24cefd42d,7020,2/2/2018 12:00:00 AM,dennis.irorere,Monguno,12307,Monguno,123,Borno,BR,INGO,Yes,Yes,3727,415,340,6870,4579,3778,3092,2519,2061,830,679,BO_S059,No,Yes,No,Yes,0, ,Government,,, , ,Monguno, ,0,25163,IOM DTM RD24 August 2018,Government Girls Secondary School,13.6230600003188,12.6795100001864
85,9d490ce1-621a-432d-aa61-b983f0064373,7188,2/2/2018 12:00:00 AM,adanna.alex,Dala,11312,Jere,113,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,6/14/2016 12:00:00 AM,6/14/2016 12:00:00 AM,Open, ,Dala Sandari, ,0,0,eHA_Polio,Dala Sandari IDP Camp,13.091092609936,11.8204605099446
86,7afc7e43-956d-457a-905d-4a40000ec369,6970,2/2/2018 12:00:00 AM,dennis.irorere,Benisheikh,11401,Kaga,114,Borno,BR,INGO,Yes,Yes,412,55,34,344,277,345,306,79,73,49,47,BO_S029,Yes,Yes,Yes,No,0, , ,2/23/2015 12:00:00 AM,2/23/2015 12:00:00 AM, ,Collective Settlement/Centre,Bulama Bukar Kolo,Lowcost SDP,0,1609,IOM DTM RD24 August 2018,Lowcost SDP,12.4956799998322,11.8031999999801
87,d397b472-95dd-439a-a3eb-ad542f652cd8,6971,2/2/2018 12:00:00 AM,dennis.irorere,Shehuri North,12414,Maiduguri,124,Borno,BR,NGO,Yes,Yes,563,45,36,608,498,487,398,320,261,62,50,BO_S053,Yes,Yes,Yes,Yes,0, ,INGO,12/3/2014 12:00:00 AM,12/3/2014 12:00:00 AM, ,Collective Settlement/Centre,Gamboru, ,0,2765,IOM DTM RD24 August 2018,Kawarmela,13.1620108010576,11.8556348198911
88,530077a9-bbb7-4fdb-bffc-58b588d84904,6972,2/2/2018 12:00:00 AM,dennis.irorere,Gamboru,12405,Maiduguri,124,Borno,BR,Government,Yes,Yes,38,4,2,46,38,37,30,24,20,5,3,BO_S048,Yes,Yes,Yes,Yes,0, , ,6/14/2014 12:00:00 AM,6/14/2014 12:00:00 AM, ,Collective Settlement/Centre,Gamboru, ,0,209,IOM DTM RD24 August 2018,Kasuwan Shanu Gidan Kifi,13.1791190000419,11.8574780002096
89,853e0b6f-8a3f-4505-9f2d-80f45ba9db59,6973,2/2/2018 12:00:00 AM,dennis.irorere,Gajiram,12604,Nganzai,126,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S063, , ,Yes,No,0, , ,,, , ,Gajiram, ,0,0,IOM DTM RD24 August 2018,Gajiram Central Primary School 2,13.2165420000134,12.4943569999756
90,c6c0d9e8-cd12-44fa-90de-899bb10ded8d,6974,2/2/2018 12:00:00 AM,dennis.irorere,Gajiram,12604,Nganzai,126,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S062, , ,Yes,No,0, , ,,, , ,Gajiram, ,0,0,IOM DTM RD24 August 2018,Gajiram Central Primary School 1,13.2073289996337,12.4941169996998
91,5698439b-70bf-4c2a-bb8f-b054cb7e6671,6975,2/2/2018 12:00:00 AM,dennis.irorere,Maisandari,12413,Maiduguri,124,Borno,BR,INGO,Yes,Yes,25,3,2,37,25,30,24,14,10,3,3,BO_S121,Yes,Yes,Yes,Yes,0, , ,,, ,Collective Settlement/Centre,Kaigama, ,0,151,IOM DTM RD24 August 2018,Dalwa,13.1333599996643,11.7942199995534
92,c17d0ec3-dde8-48a5-8aa3-da54b0cd5397,6976,2/2/2018 12:00:00 AM,dennis.irorere,Damboa,10703,Damboa,107,Borno,BR,INGO,Yes,Yes,2167,63,68,2573,1788,535,475,434,385,138,126,BO_S089,Yes,Yes,Yes,Yes,0, ,Government,,, ,Collective Settlement/Centre,Damboa Town, ,0,6585,IOM DTM RD24 August 2018,General Hospital Damboa,12.7619943298745,11.1667143708715
93,6f6ccc80-89ff-4a43-b20a-0efede200e0a,6977,2/2/2018 12:00:00 AM,dennis.irorere,Mairi,11309,Jere,113,Borno,BR,INGO,Yes,No,38,4,4,47,41,36,33,19,13,7,6,BO_S034,Yes,Yes,Yes,No,0, , ,,, ,Collective Settlement/Centre,Mairi Central, ,0,210,IOM DTM RD24 August 2018,Uni Guest,13.1868500004272,11.8107599996743
94,e0ef7b77-5ef1-4bb1-bc0f-8fde482d0ee4,6978,2/2/2018 12:00:00 AM,dennis.irorere,Monguno,12307,Monguno,123,Borno,BR,INGO,Yes,Yes,207,12,9,141,115,122,99,84,68,23,18,BO_S203,Yes,Yes,Yes,Yes,0, , ,9/21/2016 12:00:00 AM,9/21/2016 12:00:00 AM,Informal,Collective Settlement/Centre,Chesala, ,4462,691,IOM DTM RD24 August 2018,Fulatari Camp,13.6017502640635,12.6753640086421
95,24f52ef3-c842-41c8-b3c2-1d7c1ce115f0,6979,2/2/2018 12:00:00 AM,dennis.irorere,Hambagda Limankara Jaje,11107,Gwoza,111,Borno,BR,INGO,Yes,Yes,776,96,78,985,805,696,570,504,413,120,98,BO_S073,Yes,Yes,Yes,Yes,0, , ,3/25/2015 12:00:00 AM,3/25/2015 12:00:00 AM, ,Formal,20 Housing Estate, ,0,4365,IOM DTM RD24 August 2018,20 Housing Estate,13.690059980184,11.0699688403897
96,6210565a-8c7a-49fd-8619-92c303fdb5c0,7116,2/2/2018 12:00:00 AM,dennis.irorere,Baga,11702,Kukawa,117,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S169, , ,Yes, ,0, , ,,,Informal,Camp,Barwati, ,0,0,IOM DTM RD24 August 2018,Baga Primary School,13.8203099999066,13.0947800002969
97,686dd53a-ba88-4be5-86bc-dbd722c90790,6980,2/2/2018 12:00:00 AM,dennis.irorere,Old Maiduguri,11311,Jere,113,Borno,BR,INGO,Yes,Yes,1105,56,58,1469,1108,922,852,536,494,112,117,BO_S068,Yes,Yes,Yes,Yes,0, ,INGO,,,Informal,Camp,Faria Comp, ,300,5724,IOM DTM RD24 August 2018,Faria Gidan Block Camp,13.1811346703288,11.8672080604037
98,ac53b7aa-762a-485b-af13-fb02b4bca099,6981,2/2/2018 12:00:00 AM,dennis.irorere,Monguno,12307,Monguno,123,Borno,BR,INGO,Yes,Yes,941,113,93,1393,1140,1205,986,828,678,226,185,BO_S098,Yes,Yes,Yes,Yes,0, ,Government,,,Formal,Collective Settlement/Centre,Monguno Town, ,0,6847,IOM DTM RD24 August 2018,Government Day Secondary Monguno,13.6056232160386,12.6726441727904
99,640c363c-b71c-42ca-a283-5963c5c9d574,6982,2/2/2018 12:00:00 AM,dennis.irorere,Monguno,12307,Monguno,123,Borno,BR,INGO,Yes,Yes,2905,266,218,4403,2936,2422,1981,1615,1321,532,436,BO_S092,Yes,Yes,Yes,Yes,0, ,Government,,,Formal,Collective Settlement/Centre,Monguno Town, ,0,16130,IOM DTM RD24 August 2018,Kuya Primary School Monguno,13.6192993763652,12.6638851133074
100,52ccb646-fe24-44f3-bce4-ad8c8d1b4ac7,6983,2/2/2018 12:00:00 AM,dennis.irorere,Monguno,12307,Monguno,123,Borno,BR,NGO,Yes,Yes,5241,459,375,6961,5695,4176,3417,2784,2278,918,751,BO_S133,Yes,Yes,No,Yes,0, ,Government,,,Formal,Collective Settlement/Centre,Monguno Town, ,0,27814,IOM DTM RD24 August 2018,Government Senior Science School Monguno,13.6109719995582,12.679981000323
101,b184415d-c63e-48dc-8006-758aa24d7f47,6984,2/2/2018 12:00:00 AM,dennis.irorere,Bulabulin,11103,Gwoza,111,Borno,BR,INGO,Yes,Yes,235,15,12,311,255,215,176,156,127,45,36,BO_S111,Yes,Yes,Yes,Yes,0, , ,3/25/2015 12:00:00 AM,3/25/2015 12:00:00 AM,Informal,Collective Settlement/Centre,Gwoza Wakane Primary School, ,78,1348,IOM DTM RD24 August 2018,Gwoza Wakane Primary School,13.6877391996044,11.0895985998955
102,41792bd2-9025-4c00-be71-d80b6bf5ecda,6985,2/2/2018 12:00:00 AM,dennis.irorere,Dusuman,11307,Jere,113,Borno,BR,INGO,Yes,No,1467,142,115,1903,1556,586,479,439,359,159,130,BO_S151,Yes,Yes,Yes,Yes,0, ,Government,6/14/2016 12:00:00 AM,6/14/2016 12:00:00 AM,Informal,Collective Settlement/Centre,Muna Dutsman,Custom House,1722,5868,IOM DTM RD24 August 2018,Muna Custom House IDPs Camp,13.282665960166,11.8816517300434
103,a973c264-3431-4191-abf8-3490ed1d73c7,6986,2/2/2018 12:00:00 AM,dennis.irorere,Dikwa,10803,Dikwa,108,Borno,BR,NGO,Yes,Yes,1523,93,63,1678,1647,1349,1039,902,739,194,127,BO_S138,Yes,Yes,Yes,Yes,0, ,INGO,9/20/2016 12:00:00 AM,9/20/2016 12:00:00 AM,Informal,Collective Settlement/Centre,Sangaya Idps Camp, ,1000,7831,IOM DTM RD24 August 2018,Sangaya Idp,13.9165304396282,12.03087734961
104,4fb427a1-8517-4827-8dea-ac22fb5be33d,6987,2/2/2018 12:00:00 AM,dennis.irorere,Jigalta,12606,Nganzai,126,Borno,BR,Government,Yes,Yes,41,12,9,47,39,43,35,21,25,11,12,BO_S152,Yes,Yes,Yes,Yes,0, , ,,, , ,Nganzai, ,0,254,IOM DTM RD24 August 2018,Gasarwa Primary School Clinic,13.3305520001747,12.6181139999612
105,296e0277-2de7-4296-9e77-cf1df53edfbb,6988,2/2/2018 12:00:00 AM,dennis.irorere,Gajiganna,12005,Magumeri,120,Borno,BR,NGO,Yes,Yes,533,49,44,575,513,293,240,353,342,75,71,BO_S190,No,Yes,Yes,Yes,0, , ,,,Informal,Camp,Kori, ,0,2555,IOM DTM RD24 August 2018,Admin Block,13.1066599995594,12.2588800002119
106,dd98bec9-ce37-4d78-9a27-05df7fd22e37,6989,2/2/2018 12:00:00 AM,dennis.irorere,Dikwa,10803,Dikwa,108,Borno,BR,INGO,Yes,Yes,467,61,54,498,441,373,306,223,198,63,74,BO_S205,Yes,Yes,No,Yes,0, , ,,,Informal,Camp,Kulagoru, ,0,2291,IOM DTM RD24 August 2018,Ajari Camp,13.9209549997735,12.0312400003258
107,0291d015-5847-4251-b4c1-912e96c93484,6990,2/2/2018 12:00:00 AM,dennis.irorere,Mashamari,11305,Jere,113,Borno,BR,INGO,Yes,Yes,31,3,2,45,39,19,13,19,15,4,3,BO_S197,Yes,Yes,No,No,0, , ,,,Informal,Collective Settlement/Centre,Goni Kachallari, ,0,162,IOM DTM RD24 August 2018,Alhaji Adam House 2,13.1861099995768,11.8441099997767
108,9de8659f-8104-4469-a5b6-1f62139a6d19,6991,2/2/2018 12:00:00 AM,dennis.irorere,Bolori 2,12402,Maiduguri,124,Borno,BR,Government,Yes,Yes,10,1,0,13,8,6,8,6,5,2,2,BO_S187,Yes,Yes,Yes,Yes,0, , ,,,Informal,Collective Settlement/Centre,Bolori Gana, ,0,51,IOM DTM RD24 August 2018,Beni Farin Gida,13.1403300000295,11.8732700000106
109,ec18fc46-2f58-4193-96be-31d0b58d3d78,6992,2/2/2018 12:00:00 AM,dennis.irorere,Gajiganna,12005,Magumeri,120,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S191, , ,Yes,Yes,0, , ,,,Informal,Collective Settlement/Centre,Kori, ,0,0,IOM DTM RD24 August 2018,Central Primary School,13.1037799998472,12.2510800002419
110,5181d7b0-822e-48e3-ae6c-74a74f2ab15e,6993,2/2/2018 12:00:00 AM,dennis.irorere,Nzuba Wayaram,10706,Damboa,107,Borno,BR,INGO,Yes,Yes,68,4,3,69,57,48,39,36,30,8,7,BO_S220,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Wulari, ,0,301,IOM DTM RD24 August 2018,Estate Camp,12.7560799995924,11.1464599998292
111,04cf9a67-9a8f-4a3b-af8f-a93bd822a3ac,7135,2/2/2018 12:00:00 AM,dennis.irorere,Rim,PLSRYM10,Riyom,32015,Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0,PL_S007, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Ekan Primary School, ,0,0,IOM DTM RD24 August 2018,Ekan Primary School,8.75239999976026,9.55079999992012
112,45b69fa1-9434-45b1-9ece-ed47f2819cd6,7189,2/2/2018 12:00:00 AM,adanna.alex,Maisandari,12413,Maiduguri,124,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,4/20/2014 12:00:00 AM,4/20/2014 12:00:00 AM,Open, ,CBN Kushari, ,1981,0,eHA_Polio,CBN Kushari IDP Camp,13.1309817371175,11.7927043855989
113,9924b1f0-6d8d-49f4-96ad-7e3930db0e61,6994,2/2/2018 12:00:00 AM,dennis.irorere,Pulka Bokko,11112,Gwoza,111,Borno,BR,Local Clinic,Yes,Yes,539,32,27,667,546,504,413,326,266,106,71,BO_S224,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Bulama Manya Tada, ,0,2958,IOM DTM RD24 August 2018,General Hospital Transit Camp Pulka,13.7860599996693,11.2253500001025
114,5263c4d4-dabb-4f40-ace2-248ebc973dc6,7127,2/2/2018 12:00:00 AM,dennis.irorere,Karagawaru,11409,Kaga,114,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S208, , ,No, ,0, , ,,,Informal,Collective Settlement/Centre,Usman Garden Husheri, ,0,0,IOM DTM RD24 August 2018,Usman Garden Husheri,12.4848300004043,11.8106900000435
115,df94e0d7-86a4-404e-8121-daeb6921df38,6996,2/2/2018 12:00:00 AM,dennis.irorere,Gongolong,11310,Jere,113,Borno,BR,Government,Yes,No,535,145,96,533,548,562,374,209,139,53,36,BO_S212,Yes,Yes,No,Yes,0, , ,,,Informal,Collective Settlement/Centre,Gongulong, ,0,2695,IOM DTM RD24 August 2018,Kessa Kura,13.1920399996463,11.9180599997692
116,dfe49783-ca67-4f0b-af9a-5a2ed208255e,6997,2/2/2018 12:00:00 AM,dennis.irorere,Maisandari,12413,Maiduguri,124,Borno,BR,INGO,Yes,Yes,76,12,18,127,70,84,69,36,38,28,27,BO_S199,Yes,Yes,No,Yes,0, , ,,,Informal,Collective Settlement/Centre,Kaigama, ,0,509,IOM DTM RD24 August 2018,Kuru Camp,13.1361600001839,11.7992949997645
117,e6285c38-e9b6-49a3-bdbd-c1258d215fe4,7186,2/2/2018 12:00:00 AM,adanna.alex,Bulabulin,12403,Maiduguri,124,Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Formal,Beya Fura, ,142,0,eHA_Polio,Konduga,13.160211666835,11.8374433326437
118,6bf65b18-6d72-47cd-a557-18422e4c99b1,6998,2/2/2018 12:00:00 AM,dennis.irorere,Damboa,10703,Damboa,107,Borno,BR,INGO,Yes,Yes,20,3,2,14,18,15,11,7,5,2,1,BO_S218,Yes,Yes,No,Yes,0, , ,,,Informal,Camp,Arege, ,0,78,IOM DTM RD24 August 2018,Mobile Clinic,12.7584300000445,11.1577899998087
119,9f0a37c9-1ac6-430c-830c-8372ba957dba,6999,2/2/2018 12:00:00 AM,dennis.irorere,Maisandari,12413,Maiduguri,124,Borno,BR,INGO,Yes,Yes,36,4,3,47,31,32,22,13,9,7,5,BO_S198,Yes,Yes,No,Yes,0, , ,,,Informal,Camp,Kaigama, ,0,173,IOM DTM RD24 August 2018,Musine,13.1348960003502,11.8016230001014
120,83ac9758-9b0b-4668-81bb-83ceaf93d3d1,7000,2/2/2018 12:00:00 AM,dennis.irorere,Damboa,10703,Damboa,107,Borno,BR,INGO,Yes,Yes,48,7,5,42,37,35,27,16,12,5,3,BO_S221,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Arege, ,0,189,IOM DTM RD24 August 2018,Old Secretariat Camp,12.7597000001549,11.1625299998597
121,0b1bb2a0-d489-4f50-82be-c440776a0978,7001,2/2/2018 12:00:00 AM,dennis.irorere,Damboa,10703,Damboa,107,Borno,BR,INGO,Yes,Yes,26,2,1,34,25,12,9,11,7,2,2,BO_S223,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Arege, ,0,105,IOM DTM RD24 August 2018,Police Barrack,12.7610999999651,11.1643700001754
122,24bacc24-2925-4591-8fcf-4d9ac8fca6a4,7002,2/2/2018 12:00:00 AM,dennis.irorere,Dikwa,10803,Dikwa,108,Borno,BR,INGO,Yes,Yes,1535,131,146,1467,1298,1023,836,782,665,286,265,BO_S182,Yes,Yes,No,Yes,0, ,INGO,,,Informal,Collective Settlement/Centre,Kulagoru, ,0,6899,IOM DTM RD24 August 2018,Shehuri Camp,13.9197000003548,12.0403600000141
123,8000011a-f268-467a-b903-f61272bd35d9,7003,2/2/2018 12:00:00 AM,dennis.irorere,Damboa,10703,Damboa,107,Borno,BR,INGO,Yes,Yes,161,20,14,123,112,97,87,46,38,13,9,BO_S222,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Arege, ,0,559,IOM DTM RD24 August 2018,Upper Court,12.7588699996508,11.1646699996209
124,fa6ecfb0-4c14-40ab-9349-59b176e87775,7004,2/2/2018 12:00:00 AM,dennis.irorere,Mashamari,11305,Jere,113,Borno,BR,INGO,Yes,Yes,6,1,1,7,5,6,4,4,2,1,0,BO_S165,Yes,Yes,No,No,0, ,Individual/Private,,,Informal,Collective Settlement/Centre,Goni Kachallari, ,0,31,IOM DTM RD24 August 2018,Alhaji Adams House,13.1862600001989,11.8449400002808
125,3c5ef1d9-8fa2-4f35-91f6-63d61db4122a,7005,2/2/2018 12:00:00 AM,dennis.irorere,Mashamari,11305,Jere,113,Borno,BR,NGO,Yes,No,45,7,5,75,61,36,30,38,30,17,11,BO_S163,Yes,Yes,Yes,No,0, , ,,,Informal,Collective Settlement/Centre,Goni Kachallari, ,0,310,IOM DTM RD24 August 2018,Alhaji Mustapha Babagana House,13.1942699999606,11.8566400002359
